food_id,food_name_en,ingredients_en,,description_en,,main_category_en,calorie_category,rating_avg,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g
30140,Grilled Sardines,"Fresh sardines, lemon, garlic, olive oil, parsley",,Fresh grilled sardines rich in omega-3 and protein.,,Seafood,Low,3.7,145,9,16,0
30141,Boiled Soybeans (Edamame),"Soybeans, sea salt, garlic",,Boiled soybeans complete plant protein and ideal snack.,,Vegetarian,Low,3,122,5,11,10
30142,Boiled Eggs with Spinach,"Eggs, spinach, garlic, lemon, olive oil",,"Boiled eggs with cooked spinach, a meal rich in iron and protein.",,Vegetarian,Low,2.5,130,8,11,3
30143,Banana Oat Honey Smoothie,"Banana, oats, honey, milk, cinnamon",,Ideal breakfast smoothie with energy and fiber.,,Smoothies & Shakes,Medium,3.2,175,3,6,33
30144,Veal with Mushrooms,"Veal, mushrooms, garlic, cream, parsley",,Tender veal with creamy mushroom sauce.,,Meat,Medium,2.9,220,12,24,5
30145,White Bean Salad,"White beans, tomatoes, onion, parsley, olive oil, lemon",,White bean salad rich in plant protein and fiber.,,Salad,Low,2.3,140,4,8,18
30146,Vanilla Protein Berry Shake,"Vanilla protein, frozen berries, milk, banana",,"Refreshing protein shake with frozen berries, ideal post-workout.",,Protein Shakes,Low,4.7,185,2,22,22
30147,Chicken Skewers with Bell Peppers,"Chicken breast, bell peppers, onion, garlic, olive oil",,Grilled chicken skewers with colorful bell peppers rich in vitamins.,,Poultry,Low,4,150,5,22,6
30148,Raw Broccoli Salad,"Broccoli, carrots, celery, lemon, olive oil, garlic",,Raw broccoli salad full of vitamins and antioxidants.,,Salad,Low,2.7,75,4,3,7
30149,Plant Protein Bowl,"Black beans, quinoa, avocado, corn, salsa",,Complete balanced plant protein bowl.,,Vegetarian,Medium,2.5,265,9,12,35
30150,Sesame Tuna Steak,"Fresh tuna, sesame, light soy sauce, ginger",,Sesame-crusted tuna steak with light soy sauce.,,Seafood,Low,3.7,165,6,26,3
30151,Celery Apple Juice,"Celery, green apple, cucumber, ginger, lemon",,Cleansing and invigorating vegetable juice.,,Juices & Cold Drinks,Low,3.2,40,0.1,1,9
30152,Smoked Salmon Salad,"Smoked salmon, light cream cheese, lettuce, cucumber, avocado",,Luxurious smoked salmon salad high in protein and omega-3.,,Seafood,Medium,3.7,185,13,16,4
30153,Chicken Steak with Sweet Potato,"Chicken breast, sweet potato, broccoli, olive oil",,"Complete sports meal with chicken, sweet potato and broccoli.",,Poultry,Medium,2.7,230,5,26,24
30154,Cacao Banana Spinach Shake,"Cacao, banana, spinach, almond milk, protein",,Powerful green shake with natural cacao and banana.,,Protein Shakes,Medium,3.2,205,4,20,25
30155,Spicy Chili Shrimp,"Shrimp, chili peppers, garlic, tomatoes, coriander",,"Spicy shrimp that boosts metabolism, beneficial for weight loss.",,Seafood,Low,3.8,115,2.5,20,5
30156,Healthy Oat Cake,"Oats, banana, eggs, honey, cinnamon, baking powder",,Healthy oat cake without added sugar suitable for athletes.,,Dessert,Medium,2.6,175,4.5,7,28
30157,Morning Protein Plate,"Boiled eggs, cottage cheese, tomatoes, cucumber, olives",,Complete healthy nutritious breakfast protein plate.,,Vegetarian,Low,2.3,145,8,14,5
30158,Almond Protein Cookies,"Almond flour, protein powder, eggs, honey",,"Protein cookies with almond flour, low in carbs.",,Dessert,Medium,3.5,220,12,15,15
30159,Mango Barley Smoothie,"Mango, barley, milk, honey, coconut",,Tropical smoothie rich in fiber and barley minerals.,,Smoothies & Shakes,Medium,2.8,165,2,4.5,33
30160,Turkey Kofta,"Ground turkey, onion, parsley, cumin, pepper",,Low-fat high-protein turkey kofta.,,Poultry,Low,3.5,165,6,22,4
30161,Quinoa Vegetable Soup,"Quinoa, carrots, zucchini, tomatoes, garlic, salt",,"Quinoa soup rich in protein and fiber, light and nutritious.",,Soup,Low,3.8,80,2,5,13
30162,Lemon Poppy Seed Cake,"Flour, lemon, poppy seeds, eggs, butter, sugar",,Light and refreshing lemon cake with poppy seeds.,,Dessert,High,3.2,330,16,5.5,43
30163,Apple Pie,"Apples, flour, butter, sugar, cinnamon, nutmeg",,Classic apple pie with crispy crust and apple filling.,,Dessert,High,3.4,295,13,3.5,43
30164,Chocolate Pancakes,"Flour, cocoa powder, eggs, milk, sugar, butter",,Soft and fluffy chocolate pancakes for breakfast or dessert.,,Dessert,High,1.9,345,14,8,48
30165,Nutella Nut Tart,"Nutella, flour, butter, almonds, walnuts, eggs",,Rich chocolate and nut tart.,,Dessert,High,2.7,490,30,9,50
30166,Chocolate Cream Muffin,"Flour, chocolate, cream, eggs, sugar, butter",,Luxurious chocolate muffin with cream filling inside.,,Dessert,High,2.2,390,22,6,46
30167,Pistachio Ice Cream,"Pistachios, cream, milk, sugar",,"Luxurious pistachio ice cream, creamy and flavorful.",,Dessert,High,2.2,240,13,4.5,28
30168,Banana Peanut Butter Cake,"Banana, peanut butter, flour, eggs, brown sugar",,Moist banana cake with peanut butter layer.,,Dessert,High,3,370,18,8,46
30169,Cold Caramel Pudding,"Milk, caramel, starch, sugar, vanilla",,Smooth and delicious cold caramel pudding.,,Dessert,Medium,2.5,190,5.5,4,32
30170,White Chocolate Strawberry,"White chocolate, fresh strawberries",,Fresh strawberries coated in white chocolate.,,Dessert,High,1.5,320,16,3,43
30171,No-Bake Mango Cheesecake,"Cream cheese, mango, gelatin, biscuits, butter",,"No-bake mango cheesecake, easy and delicious.",,Dessert,High,3.3,355,20,5.5,40
30172,Eid Sesame Cookies,"Flour, sesame, ghee, sugar, vanilla",,Crispy Egyptian sesame ghee cookies for occasions.,,Dessert,High,2.6,445,22,7,57
30173,Cinnamon Sugar Crepe,"Thin pastry, cinnamon, powdered sugar, butter",,Crispy pastry with cinnamon and powdered sugar.,,Dessert,High,1.8,360,16,5,50
30174,Saffron Cardamom Cake,"Flour, saffron, cardamom, milk, butter, eggs, sugar",,Luxurious cake with exotic saffron and cardamom flavor.,,Dessert,High,2,340,16,5.5,45
30175,Luxury Chocolate Torte,"70% dark chocolate, butter, eggs, sugar, flour",,Luxurious dense and rich chocolate torte.,,Dessert,High,3.7,470,30,7,48
30176,Tropical Fruit Bowl,"Mango, pineapple, papaya, kiwi, lime",,Refreshing tropical fruit bowl full of vitamins.,,Dessert,Low,2.8,75,0.5,1,18
30177,Coffee Caramel Cake,"Flour, instant coffee, caramel, cream, eggs, sugar",,Distinctive coffee cake with golden caramel layer.,,Dessert,High,2.9,385,20,6,49
30178,Natural Kiwi Sorbet,"Kiwi, sugar, lemon, water",,"Natural refreshing kiwi sorbet, dairy-free.",,Dessert,Low,2.8,90,0.2,0.8,22
30179,Walnut Honey Cake,"Walnuts, honey, flour, eggs, butter, cinnamon",,Aromatic walnut cake with natural honey and cinnamon.,,Dessert,High,3.3,395,22,7,46
30180,Vanilla Panna Cotta with Red Berries,"Cream, vanilla, gelatin, sugar, red berries",,Smooth Italian panna cotta with red berry sauce.,,Dessert,Medium,2,260,17,3.5,24
30181,Cinnamon Rolls,"Flour, cinnamon, brown sugar, butter, yeast, eggs",,Soft and warm cinnamon rolls with cream layer.,,Dessert,High,3.2,415,18,7,58
30182,Banana Toffee Pie,"Banana, cream, toffee, biscuits, butter",,Delicious British banana toffee pie.,,Dessert,High,3.4,380,22,4,45
30183,Classic Crème Brûlée,"Cream, eggs, vanilla, sugar",,Classic French crème brûlée with burnt sugar crust.,,Dessert,High,2.2,300,20,5,26
30184,Lemon Soufflé,"Eggs, lemon, sugar, flour, butter",,Light and airy lemon soufflé with tangy flavor.,,Dessert,Medium,2.8,185,6,7,27
30185,Natural Peach Ice Cream,"Fresh peaches, cream, sugar, lemon juice",,Natural creamy and refreshing peach ice cream.,,Dessert,High,3.2,195,9,2.5,28
30186,Matcha Green Tea Cake,"Flour, matcha powder, eggs, sugar, butter, cream",,Luxurious Japanese matcha cake with green tea flavor.,,Dessert,High,4.1,355,18,6,46
27,Rice Pudding,"rice, milk, sugar, vanilla",,A light and nutritious dessert served hot or cold.,,Dessert,Medium,4.5,,,,
36,Tuna Salad,"tuna, lettuce, tomato, cucumber, corn, olive oil",,A nutritious salad made with tuna and fresh vegetables.,,Seafood,Medium,4.7,,,,
37,Potato Casserole with Meat,"potato, beef, onion, tomato, pepper",,Flavorful casserole of potatoes cooked with beef and vegetables.,,Meat,High,4.7,,,,
39,Tuna Mayo Salad,"tuna, mayonnaise, potato, onion, carrot",,A creamy salad combining tuna and mayonnaise.,,Seafood,High,4.4,,,,
44,Tuna Pizza,"dough, tuna, mozzarella, olives, tomato",,Delicious pizza topped with tuna and cheese.,,Pastry,High,4.5,,,,
57,Stuffed Duck with Freekeh,"Duck, freekeh, onion, spices, ghee",,Duck stuffed with freekeh and cooked until tender,,Meat,High,4.7,,,,
58,Beef Stew with Potatoes,"Beef, potatoes, onions, sauce",,Egyptian-style beef stew with onions and potatoes,,Meat,Medium,4.6,,,,
61,Rice Pudding with Mastic,"Rice, milk, sugar, mastic, nuts",,Rice pudding flavored with mastic and topped with nuts,,Dessert,Medium,4.9,,,,
68,Molokhia with Shrimp,"Molokhia, shrimp, garlic, broth",,Molokhia cooked with shrimp broth,,Seafood,Low,4.6,,,,
69,Kawarea with Garlic Butter,"Cow trotters, garlic, butter, salt",,Cow trotters cooked in garlic butter,,Meat,High,4.5,,,,
71,Stuffed Potatoes,"Potatoes, minced meat, onion, sauce",,Potatoes stuffed with minced meat and tomato sauce,,Meat,Medium,4.6,,,,
109,Date Milkshake,"Dates, milk, honey (optional)",,"A sweet and energy-boosting drink, often consumed before a workout.",,Smoothies & Shakes,High,4.7,,,,
137,Chocolate Milkshake,"Milk, chocolate ice cream, chocolate syrup",,"A rich, cold, and indulgent dessert drink.",,Smoothies & Shakes,High,4.7,,,,
138,Vanilla Milkshake,"Milk, vanilla ice cream, vanilla extract",,"A simple, creamy, and cooling sweet drink.",,Smoothies & Shakes,High,4.6,,,,
141,Classic Banana-Oat Fuel,"Banana, rolled oats, whole milk, peanut butter, honey",,"The ultimate simple bulk shake, providing carbs, protein, and healthy fats.",,Protein Shakes,High,4.9,,,,
143,Oat & Berry Breakfast Shake,"Rolled oats, mixed berries (frozen), milk, sugar",,.A refreshing and high-fiber morning shake that keeps you full for hours.,,Breakfast Shakes,Medium,4.7,,,,
144,Mango-Oat Cream Shake,"Frozen mango chunks, rolled oats, whole milk, honey",,"A delicious, fruity, and thick shake that uses seasonal Egyptian mangoes for flavor.",,Juices & Cold Drinks,Medium,4.8,,,,
145,Simple Apple-Peanut Butter Shake,"Apple (sliced), peanut butter, water or low-fat milk, cinnamon",,"A simpler, lower-fat option that's great for sustained energy throughout the day.",,Snack Shakes,Medium,4.6,,,,
147,Simple Chocolate-Oat Shake,"Oats, cocoa powder, sugar, whole milk, ice",,"A quick, chocolatey, and easy shake providing excellent carbs and calories.",,Breakfast Shakes,Medium,4.6,,,,
148,Peach & Oat Creamer,"Frozen peach slices, oats, full-fat yogurt, milk",,"A smooth, creamy, and satisfying shake with complex carbs from oats and fruit.",,Snack Shakes,Medium,4.7,,,,
149,Oatmeal Raisin Cookie Shake,"Rolled oats, whole milk, raisins, honey, cinnamon",,Tastes like a dessert but provides bulking ingredients (oats and healthy sugars).,,Dessert Shakes,High,4.9,,,,
150,Simple Peanut Butter Power Shake,"Peanut butter (extra spoon), banana, milk (extra), honey",,"Maximum calories from the easiest ingredients: focusing on fat, carbs, and protein.",,Extreme Bulking,High,5,,,,
155,Vegetable Rice,"Rice, peas, carrots, peppers",,Rice cooked with colorful vegetables,,Vegetarian,Low,4.3,,,,
158,Tuna Corn Salad,"Tuna, corn, mayonnaise, lettuce",,Cold salad with tuna and corn,,Seafood,Medium,4.5,,,,
167,Pasta with Tomato Sauce,"Pasta, tomato, garlic, oil",,Italian pasta with tomato sauce,,Pasta,Medium,4.6,,,,
178,Rice with Peas and Carrots,"Rice, peas, carrots, butter",,Light rice with vegetables,,Vegetarian,Low,4.5,,,,
184,Shrimp Rice,"Rice, shrimp, garlic, onion",,Delicious shrimp rice,,Seafood,Medium,4.8,,,,
188,Tuna Lettuce Salad,"Tuna, lettuce, tomato, olive oil",,Healthy tuna and lettuce salad,,Salad,Low,4.6,,,,
202,Spinach Pasta,"Pasta, spinach, cream, cheese",,Green spinach pasta with cream,,Pasta,Medium,4.6,,,,
207,Basmati Vegetable Rice,"Basmati rice, vegetables, spices",,Basmati rice with mixed vegetables,,Vegetarian,Low,4.5,,,,
215,Apple Cinnamon Oatmeal,"Oats, apple, cinnamon, honey",,Healthy breakfast with lasting energy,,Vegetarian,Medium,4.7,,,,
217,Tuna Avocado Salad,"Tuna, avocado, lettuce, olive oil",,Nutritious tuna salad rich in protein and healthy fats,,Salad,Medium,4.8,,,,
220,Peanut Butter Oatmeal,"Oats, peanut butter, banana",,High-protein energy breakfast,,Vegetarian,Medium,4.8,,,,
222,Fried Eggplant with Sauce,"eggplant, tomato sauce, garlic, pepper, oil",,"Fried eggplant slices dipped in flavorful tomato sauce, served as a side or main dish",,Vegetarian,Medium,4.4,,,,
234,Rice with Giblets,"rice, chicken liver, gizzards, onion, spices",,A flavorful Egyptian rice dish with chicken giblets.,,Poultry,Medium,4.6,,,,
236,Crispy Bread with Ghee,"Egyptian bread, ghee, salt",,Toasted Egyptian bread with ghee.,,Vegetarian,High,4.3,,,,
244,Rice with Browned Ghee,"rice, browned ghee, salt",,Egyptian rice flavored with browned ghee.,,Vegetarian,Medium,4.3,,,,
252,Oven-Fried Fish,"fish, oil, lemon, garlic, spices",,A healthier oven-fried fish version.,,Seafood,Low,4.5,,,,
256,Zucchini Red Sauce Casserole,"zucchini, tomato sauce, onion, garlic, pepper, oil",,Egyptian-style zucchini baked in rich tomato sauce.,,Vegetarian,Medium,4.4,,,,
259,Sweet Potato Milk Casserole,"sweet potato, milk, sugar, butter",,A creamy sweet potato casserole popular in Egypt.,,Dessert,High,4.7,,,,
271,Potato & Minced Beef Casserole,"potatoes, minced beef, onion, tomato sauce, pepper, salt",,Sliced potatoes baked with minced beef and tomato sauce.,,Meat,High,4.6,,,,
272,Freekeh with Ghee,"freekeh, ghee, salt, pepper",,Egyptian-style toasted freekeh cooked with ghee.,,Vegetarian,Medium,4.4,,,,
273,Rice Kofta in Tomato Sauce,"minced meat, ground rice, onion, tomato sauce",,Egyptian rice kofta simmered in tomato sauce.,,Meat,Medium,4.5,,,,
274,Dried Molokhia with Chicken,"dried molokhia, chicken, garlic, cilantro, broth",,Traditional dried molokhia cooked with chicken.,,Poultry,Medium,4.7,,,,
280,Zucchini Béchamel Gratin,"zucchini, béchamel, cheese, salt, pepper",,Baked zucchini gratin with creamy béchamel.,,Vegetarian,Medium,4.7,,,,
282,Stuffed Potatoes with Minced Beef,"potatoes, minced beef, onion, sauce, pepper, salt",,Carved potatoes stuffed with seasoned minced beef.,,Meat,High,4.7,,,,
285,Chicken Dawood Basha,"ground chicken, onion, tomato sauce, spices",,Chicken-based Dawood Basha.,,Poultry,Medium,4.5,,,,
290,Creamy Egyptian Chicken Rice,"rice, milk, cream, chicken, ghee, salt",,Traditional creamy baked rice with chicken.,,Poultry,High,4.8,,,,
292,Alexandrian Sausage in Sauce,"sausage, onion, pepper, tomato sauce, spices",,Spicy Alexandrian sausage in tomato sauce.,,Meat,High,4.7,,,,
304,Lemon Sautéed Chicken Liver,"chicken liver, lemon, garlic, pepper, oil",,Chicken liver sautéed with lemon and garlic.,,Poultry,Medium,4.6,,,,
306,Oven Roasted Duck,"duck, ghee, onion, salt, pepper",,Egyptian-style oven roasted duck.,,Meat,High,4.8,,,,
314,Ful Medames,"fava beans, tahini, garlic, lemon, olive oil",,Traditional stewed fava beans,,Vegetarian,Medium,4.7,,,,
318,Tamarind Juice,"tamarind, sugar, water",,Refreshing sweet-sour tamarind drink,,Beverages,Medium,4.7,,,,
321,Grilled Kofta in forn ,"minced meat, onion, parsley, spices",,Egyptian grilled kofta,,Meat,High,4.8,,,,
327,Muhallebi,"milk, cornstarch, sugar, rose water",,Rose water milk pudding,,Dessert,Medium,4.7,,,,
359,Mango Milkshake,"mango, milk, sugar, ice",,Creamy mango milkshake,,Beverages,High,4.9,,,,
366,Fattet Hummus,"toasted bread, boiled chickpeas, tahini, yogurt, ghee, toasted almonds, parsley",,"Layered Levantine dish of bread, chickpeas, tahini-yogurt sauce and ghee",,Vegetarian,High,4.8,,,,
385,Fatteh Hummus,"chickpeas, toasted bread, yogurt, garlic, tahini",,Chickpea fatteh with toasted bread and yogurt sauce,,Vegetarian,Medium,4.6,,,,
